campaign;balance;housing;loan;contact;age;duration;poutcome;job;_ID;day;previous;pdays;marital;education;month;default;y
6;8139;yes;no;cellular;50;256;unknown;blue-collar;1618;18;0;-1;married;primary;aug;no;no
4;249;yes;no;cellular;33;61;unknown;blue-collar;1619;31;0;-1;married;secondary;jul;no;no
2;689;yes;no;cellular;37;367;unknown;blue-collar;1620;14;0;-1;married;primary;jul;no;no
5;203;yes;no;telephone;55;9;other;self-employed;1621;14;12;174;married;secondary;may;no;no
4;-183;no;yes;cellular;45;395;unknown;blue-collar;1622;15;0;-1;single;primary;jul;yes;no
2;3451;no;yes;cellular;47;125;unknown;blue-collar;1623;21;0;-1;married;primary;nov;no;no
3;116;no;no;unknown;58;580;unknown;technician;1624;16;0;-1;married;secondary;jun;no;no
1;1746;yes;no;cellular;36;15;failure;services;1625;7;1;316;married;secondary;apr;no;no
2;0;yes;no;unknown;55;119;unknown;technician;1626;30;0;-1;married;secondary;may;no;no
2;897;yes;no;unknown;31;26;unknown;blue-collar;1627;20;0;-1;married;secondary;may;no;no
2;821;yes;yes;cellular;38;224;failure;technician;1628;17;1;180;married;secondary;nov;no;no
1;130;yes;no;unknown;42;285;unknown;blue-collar;1629;29;0;-1;married;secondary;may;no;no
4;1;yes;no;unknown;32;399;unknown;management;1630;8;0;-1;divorced;tertiary;may;no;no
3;8;no;no;cellular;39;88;unknown;blue-collar;1631;30;0;-1;married;secondary;jul;no;no
4;55;yes;no;cellular;41;185;unknown;technician;1632;6;0;-1;married;secondary;aug;no;no
1;699;no;no;cellular;59;98;failure;blue-collar;1633;28;6;154;married;primary;jan;no;no
1;759;no;no;cellular;42;97;failure;unemployed;1634;28;3;169;divorced;secondary;jan;no;no
2;687;yes;no;cellular;33;72;failure;blue-collar;1635;14;1;370;married;secondary;may;no;no
1;4968;no;no;cellular;53;109;failure;retired;1636;6;2;87;married;secondary;may;no;no
3;1211;yes;no;unknown;43;208;unknown;blue-collar;1637;6;0;-1;married;primary;may;no;no
1;376;yes;yes;cellular;27;273;unknown;entrepreneur;1639;5;0;-1;single;secondary;may;no;no
1;12;yes;no;unknown;39;130;unknown;management;1640;23;0;-1;married;tertiary;may;no;no
2;23;no;no;cellular;27;590;unknown;blue-collar;1641;26;0;-1;single;secondary;feb;no;no
2;353;yes;no;cellular;33;107;unknown;admin.;1642;19;0;-1;married;secondary;nov;no;no
2;330;yes;no;unknown;29;88;unknown;services;1643;12;0;-1;divorced;secondary;may;no;no
2;0;no;no;cellular;33;305;unknown;management;1644;13;0;-1;divorced;tertiary;aug;no;no
2;353;no;no;cellular;41;90;unknown;entrepreneur;1645;19;0;-1;married;secondary;nov;no;no
1;2273;yes;no;cellular;38;222;unknown;technician;1646;17;0;-1;single;tertiary;apr;no;no
1;0;yes;no;cellular;30;127;unknown;management;1647;9;0;-1;married;tertiary;jul;no;no
1;744;no;no;telephone;58;38;unknown;unemployed;1648;28;0;-1;married;tertiary;jan;no;no
3;608;no;no;cellular;37;380;unknown;services;1649;14;0;-1;single;secondary;may;no;no
3;356;yes;no;cellular;36;244;failure;admin.;1650;7;1;313;divorced;secondary;apr;no;no
17;1291;yes;no;cellular;45;189;unknown;blue-collar;1651;28;0;-1;married;primary;aug;no;no
2;-306;yes;no;unknown;23;217;unknown;technician;1652;4;0;-1;single;secondary;jun;no;no
3;-312;yes;no;unknown;44;22;unknown;blue-collar;1654;20;0;-1;married;primary;jun;no;no
2;493;no;no;cellular;32;289;unknown;technician;1655;13;0;-1;single;secondary;aug;no;no
8;71;yes;no;cellular;32;221;unknown;management;1656;21;0;-1;married;tertiary;jul;no;no
2;669;yes;yes;cellular;38;129;unknown;admin.;1657;31;0;-1;married;tertiary;jul;no;no
2;556;yes;no;cellular;47;147;other;blue-collar;1658;4;4;264;married;primary;feb;no;no
1;84;yes;no;unknown;34;299;unknown;services;1659;23;0;-1;single;secondary;may;no;no
12;108;yes;no;unknown;52;543;unknown;services;1660;15;0;-1;married;secondary;may;no;no
1;-11;yes;no;cellular;45;247;unknown;admin.;1661;5;0;-1;single;secondary;may;no;no
2;1164;yes;no;unknown;50;166;unknown;blue-collar;1662;8;0;-1;married;primary;may;no;no
2;132;no;no;unknown;37;336;unknown;blue-collar;1664;27;0;-1;married;secondary;may;no;no
1;2237;yes;no;unknown;51;619;unknown;blue-collar;1665;29;0;-1;married;secondary;may;no;no
2;4761;yes;no;cellular;32;159;failure;management;1666;5;2;350;married;tertiary;may;no;no
3;-346;yes;yes;unknown;33;29;unknown;blue-collar;1667;23;0;-1;married;secondary;may;no;no
2;655;yes;no;unknown;28;606;unknown;unemployed;1668;4;0;-1;married;secondary;jun;no;no
2;1048;yes;no;cellular;66;971;unknown;management;1669;23;0;-1;married;tertiary;jun;no;no
2;0;yes;no;unknown;31;231;unknown;services;1670;28;0;-1;single;secondary;may;no;no
1;624;yes;no;unknown;35;163;unknown;blue-collar;1671;7;0;-1;married;primary;may;no;no
2;1281;no;no;telephone;36;119;unknown;admin.;1673;24;0;-1;single;secondary;jul;no;no
1;569;no;yes;cellular;32;348;unknown;technician;1674;29;0;-1;single;tertiary;jan;no;no
1;1666;yes;no;unknown;34;30;unknown;blue-collar;1675;31;0;-1;married;primary;mar;no;no
2;168;yes;no;cellular;40;249;failure;admin.;1676;7;1;169;married;secondary;may;no;no
2;263;no;no;cellular;33;119;unknown;self-employed;1677;4;0;-1;married;tertiary;may;no;no
1;-405;yes;no;cellular;39;177;unknown;blue-collar;1678;8;0;-1;married;secondary;may;no;no
5;279;yes;no;unknown;38;110;unknown;self-employed;1679;28;0;-1;married;secondary;may;no;no
1;300;no;no;cellular;65;105;unknown;unknown;1681;12;0;-1;married;unknown;jan;no;no
1;415;no;no;cellular;34;123;unknown;unemployed;1682;12;0;-1;single;tertiary;aug;no;no
4;0;yes;yes;cellular;34;172;unknown;admin.;1683;6;0;-1;single;primary;may;no;no
1;1322;yes;yes;cellular;42;178;unknown;blue-collar;1684;8;0;-1;single;primary;jul;no;no
1;1062;yes;yes;cellular;31;230;unknown;services;1685;6;0;-1;married;secondary;apr;no;no
3;302;yes;no;unknown;47;89;unknown;technician;1686;20;0;-1;married;secondary;jun;no;no
4;809;yes;no;unknown;44;118;unknown;technician;1687;15;0;-1;divorced;secondary;may;no;no
2;-278;yes;no;cellular;38;143;unknown;housemaid;1688;28;0;-1;married;secondary;jul;no;no
1;3238;yes;no;unknown;28;7;unknown;management;1689;19;0;-1;single;tertiary;may;no;no
2;751;yes;no;unknown;46;104;unknown;admin.;1690;13;0;-1;single;secondary;may;no;no
2;-28;no;yes;unknown;51;220;unknown;blue-collar;1691;2;0;-1;divorced;primary;jul;no;no
2;0;no;no;unknown;42;85;unknown;management;1692;20;0;-1;divorced;tertiary;jun;no;no
8;1798;yes;no;cellular;58;19;unknown;unemployed;1694;5;0;-1;married;tertiary;feb;no;no
1;260;yes;no;cellular;36;49;unknown;management;1696;7;0;-1;single;tertiary;may;no;no
2;7;yes;yes;cellular;34;171;other;blue-collar;1697;2;2;193;married;secondary;feb;no;no
2;323;yes;no;cellular;49;41;unknown;technician;1699;18;0;-1;married;unknown;nov;no;no
1;2960;yes;no;cellular;54;83;unknown;management;1700;20;0;-1;married;tertiary;nov;no;no
1;486;no;no;telephone;29;95;unknown;unemployed;1701;30;0;-1;single;secondary;apr;no;no
2;343;yes;no;unknown;51;78;unknown;retired;1702;30;0;-1;divorced;secondary;may;no;no
1;507;yes;no;cellular;40;134;failure;unemployed;1703;2;7;266;divorced;secondary;feb;no;no
1;123;no;yes;unknown;30;66;other;self-employed;1707;17;5;85;married;secondary;jul;no;no
3;76;yes;no;cellular;38;196;unknown;management;1708;7;0;-1;married;tertiary;jul;no;no
2;960;yes;yes;unknown;43;241;unknown;unemployed;1710;15;0;-1;married;primary;may;no;no
2;2185;no;no;cellular;32;354;unknown;technician;1711;20;0;-1;single;tertiary;nov;no;no
3;309;yes;no;cellular;29;471;unknown;blue-collar;1712;11;0;-1;single;secondary;may;no;no
2;2190;no;yes;cellular;56;90;failure;blue-collar;1713;30;1;232;married;secondary;jan;no;no
8;0;no;no;unknown;57;58;unknown;technician;1714;5;0;-1;married;primary;jun;no;no
2;3732;yes;no;unknown;38;379;unknown;admin.;1715;21;0;-1;married;secondary;may;no;no
5;1550;no;no;unknown;51;12;unknown;technician;1716;20;0;-1;married;primary;jun;no;no
1;62;no;yes;cellular;35;67;unknown;admin.;1717;30;0;-1;single;tertiary;apr;no;no
7;704;no;no;unknown;37;165;unknown;blue-collar;1718;18;0;-1;married;primary;jun;no;no
3;4;yes;no;unknown;30;84;unknown;blue-collar;1720;23;0;-1;single;secondary;may;yes;no
4;262;no;no;cellular;60;393;unknown;retired;1721;18;0;-1;married;secondary;aug;no;no
1;238;yes;no;cellular;56;808;unknown;management;1722;19;0;-1;married;secondary;nov;no;no
3;97;yes;no;unknown;45;923;unknown;blue-collar;1723;7;0;-1;married;primary;may;no;no
6;410;no;no;cellular;38;63;unknown;technician;1724;11;0;-1;divorced;secondary;aug;no;no
1;1191;no;no;cellular;20;274;unknown;student;1725;12;0;-1;single;secondary;feb;no;no
4;-47;yes;no;cellular;59;84;unknown;retired;1726;27;0;-1;married;primary;aug;no;no
7;6;no;no;unknown;36;41;unknown;blue-collar;1728;20;0;-1;married;unknown;jun;no;no
1;630;yes;no;cellular;51;138;unknown;management;1730;5;0;-1;married;tertiary;may;no;no
4;235;no;no;cellular;58;88;unknown;retired;1731;27;0;-1;married;secondary;aug;no;no
2;1910;yes;no;unknown;48;413;unknown;management;1732;29;0;-1;married;primary;may;no;no
1;3172;yes;no;cellular;56;139;unknown;management;1733;5;0;-1;married;tertiary;feb;no;no
2;872;no;no;cellular;51;82;unknown;blue-collar;1734;8;0;-1;married;primary;aug;no;no
6;407;yes;no;cellular;35;12;unknown;blue-collar;1735;20;0;-1;married;secondary;apr;no;no
1;345;no;no;unknown;59;38;unknown;housemaid;1737;9;0;-1;married;secondary;jun;no;no
1;2058;no;yes;cellular;44;661;unknown;management;1738;21;0;-1;divorced;tertiary;nov;no;no
7;0;yes;no;cellular;35;151;unknown;admin.;1740;28;0;-1;married;tertiary;jul;no;no
8;51;no;no;cellular;41;140;unknown;management;1741;25;0;-1;married;tertiary;aug;no;no
1;150;no;no;cellular;55;124;unknown;retired;1742;8;0;-1;married;primary;jul;no;no
1;34;no;yes;cellular;51;200;unknown;self-employed;1743;7;0;-1;married;secondary;jul;yes;no
3;795;no;no;cellular;27;101;unknown;services;1744;6;0;-1;single;secondary;feb;no;no
12;282;no;yes;cellular;57;261;unknown;blue-collar;1745;7;0;-1;married;primary;jul;no;no
2;2139;no;no;cellular;51;176;unknown;management;1746;17;0;-1;single;tertiary;nov;no;no
12;-469;yes;no;unknown;38;209;unknown;management;1747;16;0;-1;married;tertiary;jun;no;no
1;825;yes;no;cellular;40;38;other;technician;1749;20;1;335;single;tertiary;apr;no;no
1;3232;no;no;telephone;47;541;failure;housemaid;1750;6;3;204;single;tertiary;oct;no;no
1;1598;yes;no;unknown;48;84;unknown;management;1751;29;0;-1;divorced;secondary;may;no;no
9;871;no;no;cellular;47;602;unknown;services;1752;22;0;-1;married;tertiary;aug;no;no
11;83;no;no;cellular;56;26;unknown;services;1753;27;0;-1;married;secondary;aug;no;no
4;-55;yes;no;cellular;32;107;unknown;management;1756;26;0;-1;married;tertiary;aug;no;no
5;243;yes;no;unknown;42;46;unknown;admin.;1757;14;0;-1;single;secondary;may;no;no
6;-336;no;no;cellular;30;128;unknown;blue-collar;1758;10;0;-1;married;primary;jul;no;no
5;3672;yes;no;unknown;26;360;unknown;admin.;1759;29;0;-1;single;tertiary;may;no;no
3;251;yes;yes;unknown;35;128;unknown;technician;1761;1;0;-1;married;secondary;jul;no;no
2;44;no;no;cellular;35;310;other;self-employed;1762;7;2;96;single;tertiary;sep;no;no
1;1992;no;no;cellular;29;202;failure;admin.;1764;8;2;87;single;secondary;jul;no;no
2;2;no;no;unknown;32;144;unknown;blue-collar;1765;9;0;-1;single;secondary;may;no;no
1;1415;yes;no;cellular;45;311;unknown;technician;1766;24;0;-1;married;secondary;jul;no;no
8;1094;yes;no;unknown;31;93;unknown;technician;1768;12;0;-1;single;secondary;jun;no;no
1;-84;yes;no;unknown;50;101;unknown;self-employed;1769;6;0;-1;married;unknown;may;no;no
1;-1;yes;no;unknown;38;72;unknown;blue-collar;1770;7;0;-1;single;secondary;may;no;no
1;347;yes;no;cellular;37;282;unknown;management;1771;22;0;-1;married;tertiary;jul;no;no
2;1253;yes;no;unknown;35;210;unknown;management;1772;19;0;-1;married;tertiary;may;no;no
1;4565;no;no;cellular;37;369;unknown;unemployed;1773;4;0;-1;married;unknown;sep;no;no
6;781;no;no;cellular;28;125;unknown;management;1774;9;0;-1;single;tertiary;apr;no;no
6;7124;no;no;unknown;38;301;unknown;management;1775;16;0;-1;married;tertiary;jun;no;no
14;17555;no;no;cellular;43;14;unknown;management;1776;26;0;-1;married;secondary;aug;no;no
3;5172;yes;no;unknown;43;57;unknown;management;1777;29;0;-1;married;unknown;may;no;no
1;15520;no;no;cellular;56;420;unknown;management;1778;18;0;-1;married;tertiary;nov;no;no
1;13711;yes;no;cellular;32;638;success;technician;1779;14;3;175;single;tertiary;may;no;no
2;1533;no;no;unknown;58;137;unknown;management;1780;15;0;-1;divorced;tertiary;may;no;no
7;286;no;no;cellular;47;557;unknown;management;1781;22;0;-1;married;tertiary;aug;no;no
2;-219;yes;no;unknown;31;66;unknown;blue-collar;1782;30;0;-1;single;secondary;may;no;no
1;0;yes;no;unknown;38;206;unknown;management;1783;20;0;-1;married;tertiary;may;no;no
14;810;yes;no;unknown;50;19;unknown;blue-collar;1784;14;0;-1;married;secondary;may;no;no
2;300;no;no;cellular;32;166;unknown;blue-collar;1785;6;0;-1;married;secondary;feb;no;no
1;1175;yes;no;cellular;37;102;failure;services;1786;15;2;333;single;secondary;may;no;no
2;0;yes;no;unknown;39;46;unknown;management;1787;2;0;-1;married;tertiary;jun;no;no
1;113;yes;no;unknown;40;126;unknown;services;1788;4;0;-1;married;secondary;jun;no;no
1;641;yes;no;unknown;41;161;unknown;blue-collar;1789;13;0;-1;married;secondary;may;no;no
1;1477;yes;no;cellular;45;355;unknown;technician;1790;8;0;-1;married;secondary;jul;no;no
2;0;yes;no;unknown;31;40;unknown;admin.;1791;14;0;-1;married;secondary;may;no;no
1;8;yes;no;cellular;54;143;unknown;services;1792;14;0;-1;married;primary;may;no;no
2;399;yes;yes;cellular;39;133;unknown;admin.;1793;14;0;-1;divorced;secondary;aug;no;no
2;-435;yes;yes;unknown;56;185;unknown;admin.;1794;9;0;-1;divorced;secondary;may;yes;no
12;2830;no;no;unknown;35;22;unknown;admin.;1795;20;0;-1;single;secondary;jun;no;no
7;15;no;no;cellular;34;184;unknown;management;1796;25;0;-1;married;secondary;aug;no;no
2;125;no;no;cellular;31;78;unknown;technician;1797;22;0;-1;single;secondary;aug;no;no
4;45;no;no;cellular;38;125;unknown;technician;1798;22;0;-1;married;tertiary;jul;no;no
2;13;no;no;unknown;41;189;unknown;technician;1799;5;0;-1;married;tertiary;jun;no;no
1;0;yes;no;unknown;44;300;unknown;entrepreneur;1800;9;0;-1;married;tertiary;jul;no;no
1;579;yes;no;unknown;49;396;unknown;blue-collar;1801;28;0;-1;married;secondary;may;no;no
3;432;yes;no;unknown;30;340;unknown;services;1802;20;0;-1;single;secondary;may;no;no
2;1987;yes;no;telephone;31;55;unknown;services;1803;20;0;-1;single;secondary;nov;no;no
6;857;yes;no;cellular;34;238;unknown;management;1804;22;0;-1;married;secondary;aug;no;no
3;15834;no;no;cellular;70;172;failure;retired;1805;5;1;186;married;tertiary;apr;no;no
3;3370;no;no;unknown;45;36;unknown;management;1806;12;0;-1;married;tertiary;jun;no;no
2;6290;no;no;cellular;31;303;unknown;management;1807;20;0;-1;married;tertiary;nov;no;no
3;808;no;no;cellular;57;417;unknown;admin.;1808;14;0;-1;married;secondary;jul;no;no
3;4075;yes;no;unknown;40;162;unknown;services;1809;16;0;-1;married;unknown;jun;no;no
9;373;yes;no;cellular;28;10;failure;blue-collar;1810;14;1;344;married;secondary;may;no;no
1;-101;yes;no;cellular;44;99;unknown;admin.;1811;10;0;-1;single;secondary;jul;no;no
3;3250;no;no;unknown;49;32;unknown;services;1812;16;0;-1;divorced;secondary;jun;no;no
3;1375;yes;no;cellular;46;308;unknown;management;1813;17;0;-1;married;tertiary;nov;no;no
3;180;no;no;cellular;34;298;unknown;management;1814;16;0;-1;married;tertiary;jun;no;no
4;175;no;no;cellular;58;92;unknown;technician;1815;12;0;-1;married;secondary;aug;no;no
12;381;no;yes;cellular;52;288;unknown;services;1816;25;0;-1;married;secondary;aug;no;no
1;2171;yes;no;cellular;27;130;other;blue-collar;1817;16;1;323;married;secondary;apr;no;no
2;340;yes;no;cellular;48;255;unknown;technician;1818;28;0;-1;married;secondary;jan;no;no
5;10;yes;yes;cellular;33;167;unknown;technician;1819;18;0;-1;divorced;secondary;nov;yes;no
3;4958;yes;no;cellular;46;64;other;admin.;1820;17;5;150;married;secondary;nov;no;no
2;21244;no;yes;cellular;51;166;unknown;housemaid;1821;4;0;-1;married;unknown;aug;no;no
4;473;yes;yes;unknown;35;434;unknown;technician;1823;26;0;-1;divorced;secondary;may;no;no
1;781;no;no;cellular;37;75;unknown;admin.;1824;20;0;-1;single;secondary;aug;no;no
1;0;no;no;telephone;60;40;unknown;entrepreneur;1825;23;0;-1;married;primary;jul;no;no
2;1819;no;no;cellular;40;398;unknown;technician;1826;5;0;-1;married;secondary;jun;no;no
2;4374;yes;no;cellular;50;163;failure;management;1827;21;3;113;married;tertiary;nov;no;no
8;456;yes;yes;cellular;34;137;unknown;entrepreneur;1828;28;0;-1;married;secondary;aug;no;no
3;253;yes;no;unknown;32;257;unknown;technician;1829;4;0;-1;married;secondary;jun;no;no
2;774;yes;no;cellular;36;231;failure;services;1830;3;1;259;single;secondary;feb;no;no
1;-59;no;yes;unknown;32;192;unknown;admin.;1831;4;0;-1;single;tertiary;jul;no;no
1;-81;no;yes;cellular;40;186;unknown;services;1832;23;0;-1;divorced;secondary;jul;no;no
1;0;yes;no;cellular;37;226;other;blue-collar;1833;6;3;363;married;primary;may;no;no
1;0;yes;no;cellular;57;67;unknown;management;1834;21;0;-1;married;tertiary;nov;no;no
2;-3;no;no;cellular;46;205;unknown;management;1835;28;0;-1;married;tertiary;aug;no;no
1;2488;yes;no;cellular;31;14;unknown;blue-collar;1836;20;0;-1;single;primary;apr;no;no
3;839;yes;no;unknown;35;50;unknown;management;1838;23;0;-1;married;secondary;may;no;no
1;103;no;no;cellular;32;312;unknown;blue-collar;1839;23;0;-1;married;primary;jul;no;no
3;316;yes;no;cellular;44;163;unknown;technician;1840;21;0;-1;divorced;secondary;jul;no;no
2;1680;yes;no;unknown;41;76;unknown;technician;1841;2;0;-1;single;secondary;jun;no;no
1;7179;no;no;cellular;59;150;unknown;retired;1842;5;0;-1;divorced;primary;feb;no;no
2;247;yes;no;cellular;39;244;unknown;services;1843;17;0;-1;married;secondary;apr;no;no
1;261;yes;yes;cellular;27;113;unknown;services;1845;18;0;-1;single;secondary;may;no;no
6;291;no;no;cellular;33;72;unknown;technician;1847;25;0;-1;single;secondary;aug;no;no
1;2240;yes;no;cellular;38;551;failure;blue-collar;1848;19;1;183;married;primary;nov;no;no
3;0;no;no;unknown;52;163;unknown;entrepreneur;1849;19;0;-1;married;tertiary;jun;no;no
10;1295;yes;no;cellular;54;179;unknown;management;1850;21;0;-1;divorced;tertiary;jul;no;no
2;324;yes;no;cellular;33;217;unknown;blue-collar;1851;13;0;-1;married;primary;may;no;no
1;669;yes;no;unknown;50;88;unknown;technician;1852;2;0;-1;married;secondary;jun;no;no
1;4143;yes;yes;unknown;39;21;unknown;blue-collar;1853;2;0;-1;single;secondary;jun;no;no
1;618;no;no;cellular;41;1056;unknown;technician;1855;5;0;-1;single;secondary;feb;no;no
1;541;yes;no;cellular;48;72;other;management;1856;14;2;363;divorced;tertiary;may;no;no
1;434;yes;no;unknown;38;411;unknown;services;1857;20;0;-1;married;secondary;may;no;no
1;622;yes;no;unknown;34;145;unknown;blue-collar;1858;21;0;-1;married;secondary;may;no;no
2;0;yes;no;cellular;32;80;unknown;blue-collar;1859;8;0;-1;married;secondary;may;no;no
1;99;yes;no;unknown;48;344;unknown;management;1860;28;0;-1;married;secondary;may;no;no
1;290;yes;no;cellular;28;128;unknown;services;1861;18;0;-1;single;secondary;may;no;no
3;45;yes;yes;cellular;32;908;other;admin.;1863;14;7;344;single;secondary;may;no;no
4;923;yes;no;cellular;32;819;unknown;admin.;1864;17;0;-1;married;secondary;apr;no;no
2;950;no;no;cellular;38;210;unknown;management;1865;5;0;-1;married;tertiary;aug;no;no
3;1503;no;no;telephone;86;165;other;retired;1866;18;1;101;married;secondary;mar;no;no
8;65;no;no;cellular;47;118;unknown;technician;1867;28;0;-1;married;secondary;aug;no;no
1;-679;yes;yes;cellular;42;159;failure;management;1868;6;2;343;married;primary;may;no;no
1;773;no;yes;cellular;44;618;unknown;management;1869;9;0;-1;married;tertiary;jul;no;no
2;10788;no;no;cellular;25;102;other;student;1870;23;2;210;single;unknown;dec;no;no
1;991;yes;no;cellular;34;89;failure;services;1871;6;1;344;divorced;secondary;may;no;no
3;4143;no;no;cellular;53;200;unknown;blue-collar;1873;15;0;-1;married;primary;jul;no;no
5;-406;yes;no;cellular;42;152;unknown;blue-collar;1874;30;0;-1;married;unknown;jul;no;no
1;180;no;no;cellular;30;203;failure;blue-collar;1875;14;2;183;single;secondary;jul;no;no
1;4157;yes;no;unknown;40;735;unknown;services;1877;15;0;-1;married;secondary;may;no;no
6;1386;yes;yes;unknown;34;185;unknown;technician;1878;28;0;-1;single;secondary;may;no;no
1;2211;no;no;unknown;34;149;unknown;services;1879;8;0;-1;married;secondary;may;no;no
2;-495;no;yes;cellular;40;303;unknown;management;1880;29;0;-1;married;tertiary;jul;no;no
2;27359;yes;no;unknown;36;71;unknown;management;1881;3;0;-1;married;tertiary;jun;no;no
2;440;yes;no;cellular;34;445;failure;technician;1882;6;2;345;single;secondary;may;no;no
2;135;yes;no;cellular;32;232;unknown;blue-collar;1883;18;0;-1;single;secondary;may;no;no
5;-735;yes;no;cellular;39;144;failure;technician;1884;30;2;248;married;secondary;jan;no;no
2;60;no;no;cellular;36;209;unknown;technician;1885;19;0;-1;married;tertiary;aug;no;no
1;18347;yes;no;unknown;33;415;unknown;management;1887;23;0;-1;married;unknown;may;no;no
5;-72;yes;no;cellular;34;273;unknown;blue-collar;1888;7;0;-1;single;secondary;jul;no;no
10;499;yes;no;cellular;46;37;unknown;technician;1890;31;0;-1;married;secondary;jul;no;no
2;656;yes;yes;cellular;32;148;unknown;management;1891;20;0;-1;single;tertiary;apr;no;no
2;100;no;no;cellular;27;57;unknown;services;1892;16;0;-1;married;secondary;jul;no;no
3;69;yes;no;unknown;35;461;unknown;technician;1893;8;0;-1;divorced;secondary;may;no;no
6;619;no;no;unknown;53;198;unknown;technician;1894;17;0;-1;married;unknown;jun;no;no
4;192;no;no;cellular;29;327;unknown;services;1895;30;0;-1;single;secondary;jan;no;no
6;0;no;no;cellular;35;669;unknown;management;1896;29;0;-1;single;tertiary;aug;no;no
1;87;no;no;cellular;49;165;unknown;management;1897;29;0;-1;married;tertiary;jan;no;no
2;3228;no;no;cellular;58;58;unknown;management;1898;19;0;-1;married;tertiary;aug;no;no
3;0;no;no;cellular;19;123;unknown;student;1900;11;0;-1;single;unknown;feb;no;no
1;34;yes;no;unknown;30;289;unknown;student;1901;6;0;-1;single;tertiary;may;no;no
5;318;no;yes;cellular;34;239;unknown;technician;1902;25;0;-1;single;secondary;jul;no;no
1;197;no;no;cellular;60;1386;unknown;retired;1903;7;0;-1;married;secondary;oct;no;no
7;15;yes;no;unknown;49;550;unknown;blue-collar;1906;27;0;-1;divorced;primary;may;no;no
1;7813;yes;no;cellular;59;75;unknown;management;1907;21;0;-1;divorced;tertiary;nov;no;no
3;-27;yes;yes;unknown;44;100;unknown;technician;1908;14;0;-1;single;secondary;may;no;no
4;75;no;no;cellular;33;204;unknown;technician;1909;21;0;-1;married;tertiary;jul;no;no
1;1139;yes;no;cellular;54;155;failure;retired;1910;14;7;177;married;secondary;may;no;no
3;115;yes;no;unknown;26;46;unknown;blue-collar;1911;4;0;-1;married;secondary;jul;no;no
1;0;no;no;telephone;54;1366;failure;blue-collar;1912;16;1;150;married;secondary;apr;no;no
1;3921;yes;no;cellular;51;168;unknown;entrepreneur;1916;5;0;-1;married;tertiary;may;no;no
6;-179;yes;no;cellular;43;335;unknown;blue-collar;1918;30;0;-1;married;secondary;jul;no;no
1;2552;yes;yes;cellular;34;74;unknown;admin.;1919;25;0;-1;married;tertiary;sep;no;no
1;1729;yes;no;cellular;40;85;unknown;entrepreneur;1920;12;0;-1;married;tertiary;may;no;no
1;434;yes;no;unknown;43;117;unknown;technician;1921;5;0;-1;married;secondary;may;no;no
1;-300;yes;yes;cellular;33;184;unknown;admin.;1922;25;0;-1;single;secondary;jul;no;no
3;4785;no;no;cellular;66;72;unknown;retired;1923;13;0;-1;married;secondary;aug;no;no
1;-329;yes;no;unknown;44;171;unknown;technician;1924;7;0;-1;divorced;secondary;may;no;no
8;0;yes;no;telephone;33;44;unknown;services;1925;22;0;-1;married;secondary;jul;no;no
2;391;no;no;cellular;31;336;unknown;technician;1926;13;0;-1;single;secondary;aug;no;no
1;705;no;no;cellular;46;398;unknown;unemployed;1929;4;0;-1;single;tertiary;feb;no;no
2;255;yes;yes;unknown;32;86;unknown;services;1930;21;0;-1;married;secondary;may;no;no
2;4365;no;yes;cellular;45;45;unknown;blue-collar;1931;9;0;-1;married;secondary;feb;no;no
2;350;yes;no;unknown;32;110;unknown;management;1932;28;0;-1;married;secondary;may;no;no
3;474;yes;yes;telephone;49;152;failure;blue-collar;1933;9;1;221;married;primary;feb;no;no
3;757;no;no;unknown;46;382;unknown;entrepreneur;1935;16;0;-1;married;secondary;jun;no;no
1;695;no;no;cellular;37;233;unknown;management;1936;28;0;-1;single;tertiary;jan;no;no
1;-770;yes;no;unknown;30;87;unknown;unemployed;1937;28;0;-1;single;secondary;may;yes;no
2;80;yes;yes;unknown;44;387;unknown;self-employed;1938;14;0;-1;divorced;secondary;may;no;no
1;315;yes;no;cellular;45;103;unknown;technician;1939;30;0;-1;married;secondary;jun;no;no
2;0;no;no;unknown;57;257;unknown;housemaid;1941;9;0;-1;married;primary;jun;no;no
1;2169;no;no;cellular;66;282;unknown;management;1942;7;0;-1;married;tertiary;jul;no;no
1;212;no;no;unknown;40;176;unknown;admin.;1943;7;0;-1;divorced;secondary;jan;no;no
6;333;yes;no;cellular;48;24;unknown;blue-collar;1944;14;0;-1;married;secondary;may;no;no
3;4404;yes;no;cellular;33;766;unknown;blue-collar;1945;20;0;-1;single;secondary;nov;no;no
3;3188;yes;no;cellular;47;426;unknown;unemployed;1947;3;0;-1;married;secondary;feb;no;no
2;3083;yes;no;unknown;27;244;unknown;technician;1948;29;0;-1;single;tertiary;may;no;no
1;226;no;no;telephone;78;136;unknown;retired;1949;6;0;-1;married;tertiary;nov;no;no
1;1260;no;no;cellular;50;172;unknown;services;1950;18;0;-1;married;primary;nov;no;no
1;1410;yes;no;cellular;46;93;failure;entrepreneur;1951;19;8;189;single;tertiary;nov;no;no
4;980;no;no;cellular;36;118;failure;admin.;1953;11;7;104;single;tertiary;nov;no;no
2;-37;no;no;unknown;49;191;unknown;retired;1954;4;0;-1;married;primary;jul;no;no
2;-154;yes;yes;unknown;46;107;unknown;management;1955;27;0;-1;divorced;tertiary;may;no;no
2;680;no;no;telephone;77;513;failure;retired;1956;24;7;89;married;primary;feb;no;no
